name	sex	count
Petar	m	621
Peter	m	61581
Pether	m	196
Petra	f	11058
Petri	m	1056
Petronella	f	730
Petros	m	299
Petrus	m	566
Petter	m	5401
Philip	m	12390
Philipp	m	210
Philippa	f	581
Philippe	m	410
Phillip	m	203
Phoenix	m	162
Phuong	f	190
Pia	f	16829
Pierre	m	4999
Pim	f	189
Piotr	m	1960
Pirjo	f	1319
Pirkko	f	881
Pixie	f	198
Polina	f	220
Polly	f	373
Pontus	m	13274
Poul	m	206
Predrag	m	334
Prince	m	238
Priscilla	f	197
Priyanka	f	183
Przemyslaw	m	456
Päivi	f	854
Pär	m	7834
Pål	m	556
Qais	m	175
Qamar	f	223
Qasim	m	199
Quang	m	242
Quoc	m	183
Raad	m	282
Rabia	f	385
Rachel	f	536
Rachid	m	254
Radmila	f	285
Radoslaw	m	317
Radwan	m	223
Raed	m	465
Rafael	m	1284
Rafal	m	903
Rafi	m	195
Raghad	f	467
Ragna	f	402
Ragnar	m	1970
Ragnhild	f	1777
Rahaf	f	636
Rahel	f	422
Rahim	m	301
Rahima	f	205
Rahma	f	681
Rahman	m	226
Rahul	m	221
Rahwa	f	271
Raija	f	1054
Raili	f	680
Raimo	m	855
Rainer	m	518
Rajaa	f	218
Rakel	f	786
Ralf	m	2214
Ralph	m	1076
Rama	f	803
Ramadan	m	417
Raman	m	237
Ramazan	m	418
Rami	m	1529
Ramin	m	502
Ramiz	m	288
Ramiza	f	178
Ramon	m	250
Ramona	f	872
Ramzi	m	216
Rana	f	1398
Rand	f	282
Randa	f	406
Randi	f	347
Rani	m	195
Rania	f	1054
Ranim	f	258
Ranya	f	207
Raoul	m	310
Raphael	m	321
Raquel	f	254
Rasha	f	874
Rashid	m	458
Rasim	m	228
Rasmus	m	16215
Raul	m	542
Rauni	f	171
Rauno	m	266
Rawan	f	666
Ray	m	207
Rayan	f	552
Rayan	m	1306
Raymond	m	895
Razan	f	434
Razia	f	204
Rebeca	f	226
Rebecca	f	10808
Rebecka	f	8146
Rebin	m	217
Reda	m	198
Reem	f	959
Regina	f	1354
Reham	f	257
Reidar	m	444
Reidun	f	260
Reijo	m	737
Reine	m	1077
Reinhold	m	218
Reino	m	493
Renata	f	829
Renate	f	517
Renato	m	215
Rene	m	218
René	f	196
René	m	456
Renée	f	1041
Reza	m	1843
Riad	m	312
Ricard	m	228
Ricardo	m	757
Richard	m	9146
Rick	m	186
Rickard	m	11297
Ricky	m	620
Ridwan	m	238
Rigmor	f	1638
Riham	f	259
Riitta	f	1029
Rikard	m	5126
Rim	f	618
Rima	f	928
Rimas	f	182
Rimon	m	170
Rina	f	267
Rio	m	490
Risto	m	584
Rita	f	3064
Ritva	f	1528
River	m	203
Robbin	m	357
Robel	m	448
Robert	m	27214
Roberta	f	189
Roberth	m	611
Roberto	m	1085
Robin	f	227
Robin	m	22652
Rodi	m	179
Rodrigo	m	617
Roger	m	18357
Rohan	m	167
Roine	m	784
Rojin	f	197
Rola	f	218
Roland	m	9626
Rolf	m	21539
Roman	m	999
Romeo	m	498
Romina	f	265
Ronak	f	174
Ronald	m	911
Roni	m	387
Ronja	f	5679
Ronnie	m	2371
Ronny	m	6383
Ronya	f	282
Ros-Mari	f	390
Ros-Marie	f	832
Rosa	f	1513
Rosalie	f	269
Rosanna	f	510
Rose	f	894
Rose-Mari	f	238
Rose-Marie	f	5037
Rosemarie	f	367
Rosie	f	306
Rosita	f	1135
Rosmari	f	181
Rosmarie	f	294
Roula	f	255
Roxana	f	401
Roxanna	f	176
Roy	m	2278
Roya	f	465
Royne	m	277
Roza	f	461
Ruba	f	248
Ruben	m	2688
Ruby	f	291
Rudolf	m	419
Rufus	m	436
Runa	f	612
Runar	m	190
Rune	m	5930
Runo	m	209
Ruslan	m	264
Rut	f	6514
Ruta	f	283
Rutger	m	226
Ruth	f	4297
Ruzica	f	180
Ryan	m	949
Ryszard	m	357
Saad	m	873
Saara	f	295
Saba	f	695
Sabah	f	540
Sabah	m	334
Saber	m	166
Sabiha	f	270
Sabina	f	4544
Sabine	f	966
Sabirin	f	197
Sabri	m	338
Sabrin	f	461
Sabrina	f	950
Sadaf	f	256
Sadia	f	504
Sadik	m	259
Saeed	m	541
Saeid	m	260
Safa	f	660
Safaa	f	403
Safet	m	313
Safia	f	508
Safiya	f	285
Safwan	m	175
Saga	f	12664
Sagal	f	241
Sahar	f	1186
Sahra	f	860
Sahro	f	194
Sai	m	180
Said	m	2143
Saida	f	475
Saif	m	595
Saima	f	252
Saja	f	218
Sajad	m	289
Sajjad	m	254
Sakari	m	171
Sakarias	m	326
Sakariye	m	187
Sakina	f	239
Salah	m	899
Salam	f	311
Salam	m	407
Salar	m	292
Saleh	m	767
Salem	m	411
Sali	f	218
Salih	m	436
Salim	m	701
Sally	f	3458
Salma	f	1513
Salman	m	656
Salomon	m	198
Salwa	f	535
Sam	f	250
Sam	m	7005
Sama	f	405
Samah	f	364
Saman	m	603
Samanta	f	201
Samantha	f	811
Samar	f	763
Sameer	m	215
Samer	m	1197
Sami	m	2920
Samia	f	577
Samir	m	2694
Samira	f	2506
Sammy	m	583
Samra	f	203
Samrawit	f	229
Samsam	f	207
Samson	m	270
Samuel	m	13123
Sana	f	909
Sanaa	f	529
Sanaz	f	222
Sander	m	690
Sandor	m	354
Sandra	f	25042
Sandro	m	335
Sandy	f	520
Sanel	m	230
Sanela	f	634
Sanja	f	793
Sanna	f	8941
Sanne	f	745
Santiago	m	342
Santino	m	178
Sara	f	45140
Sarah	f	7000
Sardar	m	186
Sargon	m	245
Sari	f	1203
Sarina	f	192
Sarmad	m	261
Saron	f	249
Sasa	m	586
Sasha	f	219
Sasha	m	223
Saskia	f	193
Satu	f	590
Savannah	f	559
Sawsan	f	442
Sayed	m	633
Scott	m	558
Sead	m	440
Sean	m	720
Sebastian	m	22348
Sedra	f	377
Seham	f	214
Seif	m	188
Seija	f	1125
Selam	f	369
Selamawit	f	260
Selena	f	267
Selim	m	352
Selin	f	550
Selina	f	605
Selma	f	9652
Sema	f	199
Semere	m	168
Semhar	f	349
Semir	m	356
Semira	f	259
Semra	f	178
Senad	m	641
Senada	f	444
Senait	f	482
Sepideh	f	195
Seppo	m	914
Serdar	m	249
Serena	f	197
Sergei	m	230
Sergej	m	202
Sergey	m	237
Sergio	m	607
Serhat	m	187
Serkan	m	243
Set	m	265
Seth	m	1112
Sevda	f	174
Sevim	f	200
Seyed	m	723
Shabnam	f	264
Shadi	f	173
Shadi	m	444
Shahab	m	162
Shahad	f	372
Shahd	f	372
Shahed	f	322
Shahin	m	311
Shahla	f	381
Shahnaz	f	290
Shahram	m	254
Shaima	f	199
Shaimaa	f	171
Sham	f	809
Shams	f	279
Sharif	m	218
Sharon	f	331
Shayan	m	255
Shaymaa	f	217
Sheila	f	294
Sherin	f	268
Shilan	f	286
Shima	f	204
Shirin	f	789
Shirley	f	184
Shiva	f	178
Shqipe	f	171
Shukri	f	532
Shwan	m	163
Sia	f	207
Siamak	m	162
Sibel	f	394
Sid	m	257
Sidra	f	712
Sienna	f	251
Sigbritt	f	650
Sigge	m	3832
Signe	f	9595
Signhild	f	239
Sigrid	f	6652
Sigurd	m	466
Sigvard	m	946
Siham	f	785
Sila	f	216
Silas	m	529
Silja	f	208
Silje	f	417
Silva	f	484
Silvana	f	502
Silvia	f	1188
Sima	f	485
Simeon	m	228
Simo	m	230
Simon	m	31091
Simona	f	768
Simone	f	1602
Sina	m	297
Sinan	m	421
Sinikka	f	629
Sinisa	m	241
Siri	f	5926
Sirin	f	181
Sirkka	f	738
Sirpa	f	1027
Sisko	f	260
Sissel	f	211
Siv	f	18072
Siv-Britt	f	196
Sivert	m	577
Siw	f	653
Sixten	m	6481
Sladjana	f	191
Slavica	f	471
Slavko	m	183
Slawomir	m	532
Slobodan	m	392
Smilla	f	1474
Snezana	f	465
Snjezana	f	183
Sofi	f	1406
Sofia	f	31698
Sofie	f	13193
Sofija	f	326
Soheil	m	190
Soheila	f	272
Soile	f	226
Sol	f	297
Sol-Britt	f	365
Solbritt	f	582
Solin	f	210
Solomon	m	446
Solveig	f	7757
Solvig	f	1024
Solweig	f	286
Songül	f	178
Sonia	f	1468
Sonja	f	10693
Sonny	m	1835
Sonya	f	292
Sophia	f	3108
Sophie	f	3832
Soran	m	241
Soraya	f	311
Sorin	m	171
Souad	f	430
Staffan	m	6788
Stanislav	m	262
Stanislaw	m	426
Stanley	m	298
Stavros	m	192
Steen	m	170
Stefan	m	43660
Stefania	f	258
Stefanie	f	498
Stefano	m	290
Stefanos	m	186
Steffen	m	200
Stella	f	9405
Stellan	m	1925
Sten	m	8322
Sten Åke	m	170
Sten-Åke	m	343
Stephan	m	1009
Stephanie	f	2336
Stephen	m	754
Stevan	m	168
Steve	m	809
Steven	m	870
Stig	m	18653
Stina	f	12134
Stuart	m	180
Sture	m	3743
Stéphanie	f	233
Suad	f	481
Suad	m	230
Suada	f	287
Suha	f	236
Sulaiman	m	277
Suleiman	m	239
Suleyman	m	168
Sultan	f	186
Sultan	m	361
Sumaya	f	590
Sundus	f	424
Sune	m	4230
Susan	f	1850
Susana	f	327
Susann	f	2170
Susanna	f	6453
Susanne	f	30219
Suzan	f	694
Suzana	f	795
Suzanna	f	226
Suzanne	f	1901
Svante	m	5122
Svea	f	4576
Svein	m	189
Sven	m	28509
Sven Erik	m	1030
Sven Olof	m	551
Sven Olov	m	209
Sven Åke	m	498
Sven-Arne	m	198
Sven-Eric	m	210
Sven-Erik	m	2177
Sven-Gunnar	m	178
Sven-Göran	m	162
Sven-Inge	m	180
Sven-Olof	m	1213
Sven-Olov	m	450
Sven-Ove	m	234
Sven-Åke	m	986
Svend	m	163
Sverker	m	722
Sverre	m	251
Svetlana	f	1215
Svitlana	f	218
Syed	m	662
Syeda	f	217
Sylve	m	199
Sylvester	m	169
Sylvi	f	264
Sylvia	f	2939
Sylwester	m	194
Sylwia	f	663
Synnöve	f	422
Szymon	m	397
Sölve	m	273
Sören	m	5924
Süleyman	m	240
Tadeusz	m	305
Tage	m	5271
Taha	m	620
Taher	m	225
Tahereh	f	202
Tahir	m	312
Taim	m	575
Taina	f	383
Taisto	m	224
Tala	f	458
Talal	m	289
Talia	f	427
Tamara	f	1108
Tamas	m	187
Tamer	m	202
Tania	f	600
Tanja	f	2129
Tanya	f	453
Tapani	m	237
Tapio	m	383
Tara	f	1080
Tarek	m	840
Tareq	m	243
Tarik	m	568
Tariq	m	223
Tarja	f	1199
Tarmo	m	193
Tasnim	f	391
Tatiana	f	1173
Tatjana	f	678
Tauno	m	188
Tea	f	1468
Ted	m	4463
Teddy	m	633
Tedros	m	210
Teija	f	322
Tekla	f	316
Telma	f	177
Temesgen	m	202
Teo	m	1507
Teodor	m	2151
Teodora	f	468
Teres	f	177
Teresa	f	1772
Terese	f	1780
Teresia	f	701
Tereza	f	172
Terje	m	486
Tero	m	229
Terttu	f	622
Terése	f	351
Tess	f	745
Tetiana	f	273
Teuta	f	176
Teuvo	m	230
Texas	m	472
Thaer	m	173
Thanh	m	354
Thea	f	6320
Thelma	f	782
Theo	m	9453
Theodor	m	6480
Theodora	f	390
Theodore	m	1288
Theodoros	m	231
Theres	f	796
Theresa	f	723
Therese	f	14929
Theresia	f	568
Theresé	f	366
Therés	f	193
Therése	f	4220
Thi	f	3717
Thiago	m	279
Thilda	f	679
Thilde	f	770
Thim	m	279
Thindra	f	269
Thobias	m	364
Thom	m	359
Thomas	m	37703
Thommy	m	707
Thony	m	174
Thor	m	1686
Thorbjörn	m	926
Thord	m	681
Thore	m	514
Thorsten	m	247
Thu	f	171
Thure	m	363
Thuy	f	230
Thyra	f	745
Thérese	f	373
Thérése	f	389
Tiago	m	178
Tiam	m	196
Tibor	m	331
Tiffany	f	456
Tiina	f	876
Tijana	f	197
Tilda	f	6784
Tilde	f	6337
Tilia	f	245
Tilly	f	414
Tim	m	8723
Timmie	m	279
Timmy	m	1478
Timo	m	1459
Timothy	m	1267
Timur	m	231
Tina	f	7114
Tindra	f	5007
Tine	f	172
Tino	m	238
Tintin	f	439
Tintin	m	218
Titti	f	765
Titus	m	165
Tobias	m	21791
Todd	m	288
Toini	f	205
Toivo	m	317
Tom	m	6133
Tomas	m	21015
Tomasz	m	1725
Tomi	m	284
Tomislav	m	383
Tommi	m	581
Tommie	m	964
Tommy	m	24347
Tone	f	458
Toni	m	1442
Tonny	m	701
Tony	m	9607
Tor	m	2668
Tor-Björn	m	182
Tora	f	1331
Torben	m	327
Torbjörn	m	11059
Torborg	f	207
Tord	m	4542
Tore	m	4722
Torgny	m	1709
Torkel	m	397
Torleif	m	210
Torsten	m	3248
Torun	f	251
Torvald	m	227
Totte	m	234
Tova	f	2930
Tove	f	6649
Towa	f	269
Towe	f	468
Trine	f	212
Tristan	m	1387
Trond	m	181
Troy	m	423
Truls	m	782
Tryggve	m	254
Tua	f	292
Tuan	m	193
Tuija	f	475
Tuomo	m	183
Ture	m	3096
Turid	f	325
Tuula	f	1487
Tuva	f	6823
Tuva-Li	f	262
Tuwa	f	226
Tyler	m	184
Tyr	m	248
Tyra	f	6277
Ubah	f	277
Ulf	m	30685
Ulla	f	28872
Ulla Britt	f	303
Ulla-Britt	f	4730
Ulla-Britta	f	311
Ulla-Karin	f	337
Ulrica	f	2252
Ulrich	m	184
Ulrik	m	1120
Ulrika	f	19055
Ulrike	f	206
Uma	f	321
Umar	m	247
Una	f	262
Unni	f	588
Uno	m	1886
Urban	m	5293
Ursula	f	778
Urszula	f	378
Usman	m	203
Uwe	m	240
Vahid	m	316
Valborg	f	536
Valdemar	m	1460
Valencia	f	200
Valentin	m	1181
Valentina	f	2194
Valentino	m	424
Valeria	f	675
Valerie	f	299
Valle	m	278
Valon	m	231
Valter	m	4365
Van	m	1233
Vanda	f	201
Vanessa	f	3307
Vanja	f	2664
Vanna	f	179
Vasile	m	329
Vasileios	m	230
Vasiliki	f	273
Vasilios	m	170
Vega	f	1284
Veijo	m	249
Veikko	m	436
Veine	m	262
Veli	m	219
Vendela	f	2448
Venkata	m	200
Vera	f	10598
Verica	f	189
Verner	m	311
Veronica	f	9136
Veronika	f	2186
Vesa	m	390
Vesna	f	852
Vian	f	312
Vibeke	f	318
Vicky	f	216
Victor	m	14776
Victoria	f	8480
Vida	f	736
Vidar	m	4629
Vide	m	1979
Viggo	m	7203
Viking	m	584
Viktor	m	19730
Viktoria	f	5445
Viktoriia	f	189
Viktorija	f	334
Vilda	f	1264
Vilde	m	404
Vilgot	m	3139
Vilhelm	m	2310
Vilhelmina	f	186
Vilja	f	847
Ville	m	3157
Villemo	f	222
Villiam	m	364
Villy	m	423
Vilma	f	4445
Vilmer	m	2616
Vilton	m	198
Vince	m	659
Vincent	m	10508
Viola	f	3415
Violet	f	242
Violeta	f	567
Violetta	f	237
Vira	f	244
Virginia	f	338
Virpi	f	280
Vivan	f	703
Viveca	f	1009
Viveka	f	1366
Vivi	f	933
Vivi-Ann	f	697
Vivi-Anne	f	408
Vivian	f	796
Viviana	f	200
Viviann	f	422
Vivianne	f	1001
Vladimir	m	1129
Vladislav	m	181
Vlora	f	211
Volodymyr	m	184
Vuokko	f	235
Väinö	m	187
Wael	m	643
Wafa	f	275
Wafaa	f	637
Wahid	m	170
Walaa	f	389
Waldemar	m	732
Waleed	m	341
Walid	m	1080
Walter	m	3866
Walther	m	212
Wanda	f	380
Wanja	f	248
Ward	m	213
Warda	f	235
Waseem	m	197
Wasim	m	316
Wei	m	200
Weine	m	187
Wenche	f	333
Wendela	f	341
Wendy	f	285
Wera	f	646
Werner	m	382
Weronica	f	372
Weronika	f	365
Wesam	m	272
Wictor	m	532
Wictoria	f	217
Widad	f	180
Widar	m	170
Wieslaw	m	275
Wiggo	m	904
Wiktor	m	804
Wiktoria	f	622
Wilda	f	1194
Wilde	m	193
Wilfred	m	174
Wilgot	m	664
Wilhelm	m	3716
Wilhelmina	f	255
Wilja	f	409
Wille	m	2080
Willem	m	205
William	m	28580
Willy	m	1062
Wilma	f	13797
Wilmer	m	4078
Wilson	m	220
Wilton	m	761
Wincent	m	443
Winnie	f	190
Winston	m	784
Winta	f	173
Wioletta	f	240
Wisam	m	476
Wissam	m	303
Wiveca	f	192
Wojciech	m	832
Wolfgang	m	529
Xander	m	230
Xavier	m	175
Yacoub	m	277
Yahia	m	234
Yahya	m	1019
Yahye	m	331
Yakob	m	189
Yakup	m	192
Yaman	m	245
Yamen	m	340
Yan	f	217
Yana	f	179
Yara	f	901
Yasemin	f	388
Yaser	m	532
Yasin	m	1186
Yasir	m	496
Yasmin	f	2061
Yasmina	f	263
Yasmine	f	921
Yasser	m	429
Yassin	m	533
Yazan	m	749
Ying	f	279
Ylva	f	7600
Yngve	m	2339
Yodit	f	241
Yoel	m	178
Yohannes	m	391
Yolanda	f	188
Yonas	m	603
Yonatan	m	258
Yones	m	164
Yonis	m	279
Yordanos	f	414
Yosef	m	927
Younes	m	606
Younis	m	169
Yousef	m	2075
Yousif	m	731
Youssef	m	1407
Yousuf	m	258
Yrsa	f	255
Yulia	f	209
Yunus	m	369
Yusra	f	530
Yusuf	m	1903
Yvette	f	434
Yvonne	f	15286
Zacharias	m	908
Zack	m	672
Zackarias	m	707
Zaher	m	252
Zahra	f	3489
Zahraa	f	674
Zaid	m	781
Zain	m	522
Zainab	f	1769
Zakaria	m	1307
Zakarias	m	435
Zakariya	m	289
Zakariye	m	189
Zaki	m	246
Zakia	f	240
Zamzam	f	206
Zana	m	225
Zander	m	222
Zandra	f	1176
Zanna	f	255
Zara	f	1093
Zarah	f	307
Zaynab	f	233
Zbigniew	m	560
Zeb	m	358
Zebastian	m	592
Zehra	f	314
Zein	m	214
Zeina	f	240
Zeinab	f	1108
Zeke	m	267
Zeki	m	174
Zelda	f	731
Zeljko	m	505
Zena	f	231
Zeynab	f	220
Zeynep	f	579
Ziad	m	642
Zina	f	442
Zion	m	436
Zlata	f	180
Zlatan	m	221
Zlatko	m	332
Zoe	f	999
Zoey	f	528
Zofia	f	570
Zohreh	f	233
Zoltan	m	400
Zoran	m	1172
Zorica	f	327
Zsolt	m	204
Zsuzsanna	f	241
Zuzanna	f	395
Ängla	f	243
Åke	m	12612
Åsa	f	26859
Åse	f	1910
Ömer	m	576
Örjan	m	2995
Östen	m	757
Özgür	m	166
Özlem	f	245
