code	name	municipality	population	lat	lon
0600884	Alhambra	06037	79820	34.083571	-118.136444
0600947	Aliso Viejo	06059	49844	33.57921	-117.728898
0602000	Anaheim	06059	341008	33.855502	-117.758657
0602252	Antioch	06013	118958	37.978418	-121.798345
0602364	Apple Valley	06071	75247	34.533376	-117.210358
0602462	Arcadia	06037	54117	34.132689	-118.036347
0603064	Atascadero	06079	29464	35.485718	-120.687942
0603162	Atwater	06047	32133	37.350672	-120.594258
0603386	Azusa	06037	47447	34.138524	-117.912253
0603526	Bakersfield	06029	422165	35.353174	-119.037878
0603820	Banning	06065	31852	33.945903	-116.899044
0604758	Beaumont	06065	60835	33.884946	-116.9538
0604982	Bellflower	06037	74719	33.887821	-118.12725
0604996	Bell Gardens	06037	37367	33.964379	-118.154437
0605108	Belmont	06081	28752	37.514398	-122.294475
0605290	Benicia	06095	26401	38.072733	-122.155169
0606000	Berkeley	06001	121911	37.865673	-122.298725
0606308	Beverly Hills	06037	30764	34.07923	-118.402437
0608058	Brawley	06025	28008	32.978454	-115.528569
0608100	Brea	06059	47260	33.925178	-117.865111
0608142	Brentwood	06013	66607	37.935578	-121.71897
0608786	Buena Park	06059	81741	33.857353	-118.007373
0608954	Burbank	06037	102988	34.190079	-118.326405
0609710	Calexico	06025	38623	32.684859	-115.494738
0610046	Camarillo	06111	68652	34.221823	-119.032154
0610345	Campbell	06085	42490	37.280244	-121.953296
0611194	Carlsbad	06073	112260	33.128001	-117.285541
0611530	Carson	06037	90808	33.840367	-118.249574
0612048	Cathedral City	06065	52375	33.835487	-116.463103
0612524	Ceres	06099	48982	37.598762	-120.968047
0612552	Cerritos	06037	46367	33.867745	-118.069471
0613014	Chico	06007	105081	39.758951	-121.81772
0613210	Chino	06071	96957	33.976342	-117.674544
0613214	Chino Hills	06071	77519	33.945085	-117.725178
0613392	Chula Vista	06073	275533	32.62767	-117.01517
0613588	Citrus Heights	06067	86348	38.69481	-121.287953
0613756	Claremont	06037	35838	34.124926	-117.71392
0614218	Clovis	06019	129347	36.828967	-119.684922
0614260	Coachella	06065	45411	33.690128	-116.144435
0614890	Colton	06071	53383	34.049061	-117.328715
0615044	Compton	06037	90500	33.894047	-118.227469
0616000	Concord	06013	123261	37.972184	-122.001587
0616350	Corona	06065	161734	33.861969	-117.565495
0616532	Costa Mesa	06059	108881	33.665905	-117.912336
0616742	Covina	06037	49404	34.090475	-117.882143
0617568	Culver City	06037	39452	34.00582	-118.396781
0617610	Cupertino	06085	58333	37.3194	-122.044957
0617750	Cypress	06059	48781	33.818477	-118.038307
0617918	Daly City	06081	101261	37.701684	-122.464968
0617946	Dana Point	06059	32232	33.475452	-117.693087
0617988	Danville	06013	43302	37.812142	-121.969824
0618100	Davis	06113	66110	38.556147	-121.737793
0618394	Delano	06029	52334	35.76643	-119.264221
0618996	Desert Hot Springs	06065	34009	33.957591	-116.542284
0619192	Diamond Bar	06037	51884	34.001573	-117.817601
0619318	Dinuba	06107	25949	36.545096	-119.398882
0619766	Downey	06037	108468	33.938237	-118.130856
0620018	Dublin	06001	71602	37.716153	-121.896217
0621230	Eastvale	06065	70594	33.963274	-117.582369
0621712	El Cajon	06073	101755	32.801673	-116.960468
0621782	El Centro	06025	44382	32.786351	-115.560206
0621796	El Cerrito	06013	26121	37.919574	-122.302519
0622020	Elk Grove	06067	185007	38.414621	-121.384961
0622230	El Monte	06037	105075	34.074633	-118.029136
0622300	El Paso de Robles (Paso Robles)	06079	31626	35.628156	-120.650076
0622678	Encinitas	06073	60736	33.050632	-117.263616
0622804	Escondido	06073	146030	33.133053	-117.074043
0623042	Eureka	06023	25304	40.799002	-124.153955
0623182	Fairfield	06095	122489	38.261965	-122.032389
0624638	Folsom	06067	91983	38.666857	-121.142279
0624680	Fontana	06071	221223	34.109686	-117.462888
0625338	Foster City	06081	32411	37.56482	-122.250782
0625380	Fountain Valley	06059	55508	33.710582	-117.951129
0626000	Fremont	06001	226442	37.494713	-121.941145
0627000	Fresno	06019	555549	36.782697	-119.796184
0628000	Fullerton	06059	138675	33.885716	-117.928025
0628112	Galt	06067	26964	38.268458	-121.298952
0628168	Gardena	06037	58460	33.894417	-118.307522
0629000	Garden Grove	06059	170455	33.778782	-117.960472
0629504	Gilroy	06085	60764	37.006407	-121.585321
0630000	Glendale	06037	187160	34.181393	-118.24583
0630014	Glendora	06037	49671	34.144964	-117.847804
0630378	Goleta	06083	32401	34.435441	-119.858946
0631960	Hanford	06031	62229	36.328146	-119.654779
0632548	Hawthorne	06037	82741	33.914775	-118.348083
0633000	Hayward	06001	157113	37.626826	-122.104015
0633182	Hemet	06065	93649	33.734068	-116.996808
0633308	Hercules	06013	26326	38.021427	-122.288929
0633434	Hesperia	06071	102605	34.397038	-117.315198
0633588	Highland	06071	57614	34.113473	-117.165729
0634120	Hollister	06069	45695	36.855618	-121.399545
0636000	Huntington Beach	06059	191451	33.698007	-118.003834
0636056	Huntington Park	06037	51544	33.979248	-118.217438
0636294	Imperial Beach	06073	25206	32.565354	-117.114567
0636448	Indio	06065	94269	33.731639	-116.235971
0636546	Inglewood	06037	101662	33.956068	-118.344274
0636770	Irvine	06059	318764	33.678399	-117.771254
0637692	Jurupa Valley	06065	107311	34.002591	-117.467612
