name	count
Bartels	8478
Barth	14283
Bartholomew	14696
Bartlett	42512
Bartley	16154
Barton	66622
Basham	8604
Basile	7714
Baskin	6537
Bass	54296
Bassett	20032
Bastian	6461
Batchelor	9389
Bateman	18313
Bates	93743
Batista	13095
Batson	8613
Battaglia	8051
Batten	7267
Battle	23934
Battles	7260
Batts	7814
Bauer	61979
Baugh	12152
Baughman	13847
Baum	16109
Bauman	17328
Baumann	14131
Baumgartner	11078
Bautista	37847
Baxley	6641
Baxter	47857
Bayer	9246
Beach	29940
Beal	19922
Beale	7247
Beall	9011
Beals	6759
Beam	13230
Bean	37145
Bear	7672
Beard	47128
Bearden	13051
Beardsley	6689
Beasley	46179
Beattie	8941
Beatty	25245
Beaty	12588
Beauchamp	11165
Beaulieu	10336
Beaver	21963
Beavers	15316
Becerra	24468
Bechtel	6683
Beck	93161
Becker	88114
Beckett	11334
Beckham	9178
Beckman	15164
Beckwith	11703
Bedford	8651
Beebe	14813
Beeler	7856
Beers	10908
Beeson	6738
Begay	16076
Begley	8292
Behrens	10159
Belanger	12634
Belcher	27947
Bell	264752
Bellamy	15850
Bello	11933
Belt	8422
Belton	8111
Beltran	34736
Benavides	18617
Benavidez	10935
Bender	38464
Benedict	16846
Benitez	33441
Benjamin	36439
Benner	11479
Bennett	239055
Benoit	18842
Benson	84233
Bentley	38714
Benton	37032
Berg	48480
Berger	43556
Bergeron	19655
Bergman	17671
Bergstrom	8699
Berkowitz	6865
Berlin	7259
Berman	17346
Bermudez	19451
Bernal	29418
Bernard	36546
Bernhardt	7068
Bernier	8981
Bernstein	17969
Berrios	9590
Berry	129405
Berryman	7412
Bertram	7999
Bertrand	11619
Bess	9229
Best	36862
Betancourt	15876
Bethea	10811
Bethel	7285
Bettencourt	6888
Betts	19209
Betz	10017
Beverly	11631
Beyer	17910
Bianchi	7928
Bianco	8228
Bice	6731
Bickel	6903
Bickford	7752
Biddle	9085
Bigelow	11354
Biggs	22634
Bill	6445
Billings	21764
Billingsley	11460
Bills	9722
Binder	9674
Bingham	24327
Binkley	7038
Birch	11745
Bird	33962
Bischoff	6663
Bishop	114034
Bittner	9185
Bivens	9113
Black	150186
Blackburn	38137
Blackman	13897
Blackmon	20711
Blackwell	46495
Blackwood	7837
Blair	75135
Blake	69279
Blakely	11300
Blalock	11234
Blanchard	36764
Blanco	28843
Bland	25219
Blank	12706
Blankenship	42663
Blanton	23665
Blaylock	9683
Bledsoe	17934
Blevins	36841
Bliss	14273
Block	21686
Blocker	8752
Blodgett	6878
Bloom	23879
Blount	18882
Blue	22422
Blum	17262
Blunt	7526
Blythe	7827
Boatwright	7063
Bobbitt	6911
Bobo	8848
Bock	13369
Boehm	10717
Boettcher	6646
Bogan	7603
Boggs	27822
Bohannon	9473
Bohn	9397
Boland	11361
Bolanos	7745
Bolden	20015
Bolen	8927
Boles	14644
Bolin	12895
Boling	7338
Bollinger	12180
Bolt	6956
Bolton	31995
Bond	50980
Bonds	12763
Bone	10753
Bonham	6533
Bonilla	34824
Bonner	31761
Booher	6436
Booker	35101
Boone	51679
Booth	48580
Boothe	8215
Bordelon	6616
Borden	15342
Borders	8618
Boren	7232
Borges	10282
Bosch	6713
Bosley	6898
Boss	8547
Bostic	10615
Bostick	7614
Boston	15003
Boswell	21927
Botello	8287
Bouchard	12870
Boucher	19554
Boudreau	10037
Boudreaux	15240
Bounds	7822
Bourgeois	12765
Bourne	8884
Bourque	8635
Bowden	23677
Bowe	6510
Bowen	77078
Bowens	8270
Bower	21705
Bowers	64496
Bowie	10943
Bowles	23157
Bowlin	6871
Bowling	25938
Bowman	102239
Bowser	14071
Box	10320
Boyce	26229
Boyd	149476
Boyer	49601
Boykin	16565
Boyle	39141
Boyles	10869
Boynton	6816
Bozeman	6654
Bracken	8042
Brackett	10458
Bradbury	8065
Braden	13032
Bradford	51726
Bradley	131289
Bradshaw	40794
Brady	71175
Bragg	21540
Branch	33040
Brand	18750
Brandenburg	9338
Brandon	25600
Brandt	35616
Branham	13550
Brannan	6820
Brannon	15640
Branson	10941
Brant	10355
Brantley	19953
Braswell	13383
Bratcher	8469
Bratton	9053
Braun	32676
Bravo	27576
Braxton	11249
Bray	34575
Breaux	12046
Breeden	11039
Breedlove	8673
Breen	13237
Bremer	6581
Brennan	48296
Brenner	15809
Brent	7436
Brewer	100465
Brewster	18554
Brice	11153
Bricker	7463
Bridges	52260
Briggs	57297
Bright	32042
Briley	7155
Brill	9069
Brink	11638
Brinkley	13121
Brinkman	9968
Brinson	11380
Briones	11143
Briscoe	13030
Briseno	8312
Bristol	7296
Bristow	7134
Brito	14740
Britt	30200
Brittain	8294
Britton	28001
Broadway	6461
Brock	59682
Brockman	10837
Broderick	10154
Brody	6494
Brogan	7362
Bronson	11007
Brooks	240751
Broome	9749
Brothers	11294
Broughton	11574
Broussard	25735
Brower	14930
Brown	1380145
Browne	21109
Brownell	6959
Browning	42642
Brownlee	10839
Broyles	9557
Brubaker	11588
Bruce	52004
Brumfield	11350
Brumley	6820
Bruner	15404
Brunner	15105
Bruno	28729
Bruns	10876
Brunson	16118
Brush	6561
Bryan	55269
Bryant	183761
Bryson	17680
Buchanan	63825
Bucher	7412
Buchholz	7735
Buck	42441
Buckingham	7829
Buckley	40706
Buckner	23645
Budd	7936
Buell	6462
Bueno	12845
Buffington	8714
Buford	8751
Bui	20852
Bull	11254
Bullard	22539
Bullock	43021
Bunch	21574
Bundy	11806
Bunker	7276
Bunn	10800
Bunting	8423
Burch	35521
Burchett	7979
Burchfield	6628
Burd	6461
Burden	12299
Burdette	11125
Burdick	14131
Burge	10043
Burger	19654
Burgess	71604
Burgos	19816
Burk	15048
Burke	119175
Burkett	17959
Burkhardt	8082
Burkhart	15718
Burkholder	10182
Burks	26115
Burleson	12637
Burley	8743
Burnett	57859
Burnette	16409
Burney	8653
Burnham	15299
Burns	162153
Burnside	8470
Burr	14839
Burrell	23048
Burris	25998
Burroughs	16702
Burrow	7321
Burrows	16972
Burt	25649
Burton	107158
Busby	15424
Busch	17089
Bush	81524
Buss	9460
Bussey	7063
Bustamante	18363
Bustos	12401
Butcher	22077
Butler	210879
Butt	6732
Butterfield	11224
Button	7111
Butts	23540
Buxton	7293
Byars	6573
Byers	31299
Byler	9070
Bynum	15204
Byrd	88811
Byrne	28963
Byrnes	10913
Byron	6709
Caballero	20270
Cable	9551
Cabral	19384
Cabrera	57171
Caceres	8050
Cade	7693
Cadena	9123
Cady	8745
Cagle	17380
Cahill	20181
Cain	57873
Calabrese	8537
Calderon	54691
Caldwell	91338
Calhoun	41452
Calkins	8773
Call	14903
Callahan	49925
Callaway	13354
Calloway	15784
Calvert	17169
Calvillo	7265
Calvin	8907
Camacho	49000
Camarena	8094
Camargo	6520
Camarillo	7928
Cameron	52439
Camp	29432
Campbell	371953
Campos	69950
Canada	8910
Canady	8474
Canales	17381
Candelaria	7208
Canfield	11427
Cannon	67923
Cano	27179
Cantrell	34674
Cantu	39601
Cantwell	6478
Canty	7769
Cao	11106
Capps	18013
Caputo	10141
Caraballo	9794
Carbajal	14993
Carbone	10012
Card	12532
Carden	8506
Cardenas	56618
Cardona	23806
Cardoso	7361
Cardoza	10335
Cardwell	11450
Carey	54924
Carl	12060
Carlin	11509
Carlisle	19718
Carlos	12162
Carlson	120124
Carlton	20727
Carman	11048
Carmichael	19011
Carmona	18289
Carnahan	7177
Carnes	14158
Carney	32282
Caron	12343
Carpenter	127073
Carr	113892
Carranza	19375
Carrasco	24343
Carreon	9218
Carrera	11752
Carrier	13413
Carrillo	67054
Carrington	12093
Carrion	8129
Carroll	131020
Carson	55821
Carter	362548
Cartwright	21654
Caruso	20257
Carvalho	9131
Carver	31566
Cary	12013
Casanova	7533
Casas	14635
Case	38759
Casey	64815
Cash	28572
Casillas	17498
Cason	11401
Casper	12458
Cass	7695
Cassell	7280
Cassidy	26011
Castaneda	51089
Casteel	8216
Castellano	9732
Castellanos	20985
Castillo	165473
Castle	19768
Castleberry	7984
Casto	7528
Castro	133254
Caswell	9692
Catalano	9671
Cates	17907
Cathey	8538
Cato	7940
Caudill	18336
Caudle	8031
Causey	11061
Cavanaugh	17137
Cavazos	14543
Cave	8273
Cazares	11531
Ceballos	11088
Cecil	11758
Cedeno	7014
Cedillo	7085
Ceja	12199
Centeno	10188
Cepeda	8544
Cerda	13215
Cervantes	57685
Cha	7698
Chacon	21153
Chadwick	15913
Chaffin	9505
Chamberlain	27928
Chamberlin	9655
Chambers	90325
Champagne	11369
Champion	16900
Chan	65719
Chance	13586
Chandler	76114
Chaney	32433
Chang	69756
Chao	8633
Chapa	13370
Chapin	10242
Chapman	124614
Chappell	23001
Charles	51518
Charlton	9837
Chase	50777
Chastain	13403
Chatman	13935
Chau	13238
Chavarria	13093
Chaves	7055
Chavez	185865
Chavira	6507
Chavis	13744
Cheatham	12403
Cheek	15566
Chen	105544
Cheney	12970
Cheng	26023
Cherry	34615
Chester	14595
Chestnut	7772
Cheung	16067
Chew	8516
Chiang	7290
Childers	30079
Childress	24485
Childs	27266
Chin	25673
Ching	6919
Chisholm	12027
Chism	8030
Chiu	11321
Cho	25305
Choate	11051
Choe	6926
Choi	36390
Chong	12976
Chou	7885
Chow	15650
Chrisman	6613
Christ	6985
Christensen	71144
Christenson	10530
Christian	51177
Christiansen	18676
Christianson	11866
Christie	17582
Christman	11693
Christopher	28493
Christy	13295
Chu	24381
Chun	11154
Chung	36422
Church	35539
Churchill	12108
Cintron	10158
Cisneros	37050
Clancy	12066
Clanton	7651
Clapp	8717
Clark	548369
Clarke	62546
Clarkson	8498
Clary	10918
Clausen	8895
Clawson	10489
Clay	46264
Clayton	54875
Cleary	15685
Clegg	7723
Clem	8087
Clemens	13995
Clement	23233
Clemente	7453
Clements	37237
Clemmons	7515
Clemons	25265
Cleveland	30233
Clevenger	12146
Clifford	21974
Clifton	24523
Cline	49167
Clinton	15714
Close	9261
Cloud	13985
Clough	9032
Clouse	8341
Cloutier	7434
Coates	21652
Coats	15265
Cobb	63739
Coble	9010
Coburn	13514
Cochran	58233
Cochrane	8228
Cockrell	9397
Cody	18853
Coe	16706
Coffey	35442
Coffin	8183
Coffman	24733
Coggins	7868
Cohen	87226
Cohn	9859
Coker	22636
Colbert	21306
Colburn	9871
Colby	11023
Cole	187793
Coleman	208624
Coles	13641
Coley	14879
Collado	6854
Collazo	11365
Collett	7768
Colley	8707
Collier	54414
Collins	317848
Colon	55512
Colson	9373
Colvin	21908
Colwell	10081
Combs	53180
Comeaux	6702
Comer	16619
Compton	34788
Comstock	10298
Conaway	7878
Concepcion	9222
Conde	7581
Condon	12690
Cone	9824
Conger	6725
Conklin	23371
Conley	54194
Conlon	7456
Conn	14553
Connell	22183
Connelly	22747
Conner	62335
Connolly	28821
Connor	28107
Connors	19320
Conover	8562
Conrad	40102
Conroy	16309
Conte	8435
Conti	10284
Contreras	92660
Conway	43395
Cook	294795
Cooke	31860
Cooksey	6845
Cooley	32287
Coombs	9171
Coon	16890
Cooney	12136
Coons	8374
Cooper	270097
Cope	18110
Copeland	53771
Copley	6485
Coppola	8439
Corbett	25722
Corbin	25696
Corcoran	17321
Cordell	8776
Corder	6912
Cordero	23127
Cordova	35074
Corey	15488
Corley	17609
Cormier	16513
Corn	6643
Cornejo	12416
Cornelius	19342
Cornell	21060
Cornett	15314
Cornish	7887
Cornwell	11893
Corona	29525
Coronado	20503
Corral	13252
Corrales	8373
Correa	28910
Correia	8993
Correll	6452
Corrigan	11117
Cortes	30141
Cortez	77492
Corwin	6863
Cosby	10121
Cosgrove	9393
Costa	35227
Costello	31266
Cota	9356
Cote	20894
Cotter	11977
Cotton	31759
Cottrell	16288
Couch	26135
Coughlin	14226
Coulter	20252
Council	6584
Counts	9584
Courtney	26668
Cousins	8691
Couture	8222
Covarrubias	12543
Covert	8114
Covey	8495
Covington	25403
Cowan	32242
Cowart	11243
Cox	253771
Coy	15561
Coyle	19424
Coyne	11388
Crabtree	25929
Craddock	8402
Craft	30653
Craig	89591
Crain	17110
Cramer	29666
Crandall	16212
Crane	37123
Cranford	9429
Craven	15149
Crawford	158121
Crawley	12000
Creamer	8185
Creech	13770
Creel	8500
Creighton	7126
Crenshaw	17402
Crespo	13835
Crews	23167
Crider	10469
Crisp	12581
Crist	10122
Criswell	8038
Crites	7061
Crocker	20047
Crockett	22850
Croft	12702
Cromer	7963
Cromwell	7687
Cronin	18710
Crook	14279
Crooks	9806
Crosby	38844
Cross	75134
Crouch	24146
Crouse	13654
Crow	23031
Crowder	23409
Crowe	29260
Crowell	17136
Crowley	30416
Crum	17452
Crump	19973
Cruse	8422
Crutchfield	8799
Cruz	231065
Cuellar	17217
Cuevas	32015
Culbertson	10147
Cullen	19665
Culp	13035
Culpepper	10061
Culver	17231
Cummings	76707
Cummins	20072
Cunningham	131896
Cupp	7104
Curiel	7621
Curley	11772
Curran	24559
Currie	16627
Currier	9870
Curry	71344
Curtin	9350
Curtis	98958
Cushing	6498
Cushman	7171
Custer	10684
Cutler	15087
Cyr	11611
Dabney	6878
Dagostino	8224
Dahl	20616
Daigle	13784
Dailey	30894
Daily	11041
Dale	28994
Daley	23132
Dallas	8811
Dalrymple	6674
Dalton	50166
Daly	30434
Damato	6521
Damico	12966
Damon	7344
Damron	8172
Dang	21953
Dangelo	11587
Daniel	75135
Daniels	138776
Danielson	12622
Danner	10422
Dao	8163
Darby	17854
Darden	12652
Darling	17855
Darnell	17775
Darr	6568
Dasilva	13978
Daugherty	34650
Davenport	54206
Davey	8816
David	38659
Davidson	102044
Davies	32165
Davila	34541
Davis	1072335
Davison	21627
Dawkins	13940
Dawson	80190
Day	101676
Dayton	8237
Deal	20128
Dean	109230
Deanda	6944
Deangelis	7760
Deaton	13829
Deboer	7456
Decker	54450
Dees	10708
Deguzman	7487
Dehart	9589
Dejesus	31803
Delacruz	49158
Delagarza	9068
Delaney	31236
Delarosa	28134
Delatorre	20614
Deleon	65598
Delgadillo	11107
Delgado	98675
Dell	8563
Dellinger	8091
Deloach	9031
Delong	17575
Delossantos	13802
Delrio	7580
Deluca	15928
Deluna	7684
Delvalle	9545
Demarco	14463
Demers	9009
Dempsey	26403
Denham	7913
Denney	12333
Denning	7611
Dennis	74784
Dennison	14132
Denny	17366
Denson	11725
Dent	14082
Denton	27112
Derosa	8210
Derr	7411
Derrick	9182
Desai	13057
Desantis	9997
Desimone	8242
Desmond	7233
Destefano	7103
Deutsch	8728
Devine	23016
Devito	7707
Devlin	12460
Devore	11040
Devries	12958
Dewey	12174
Dewitt	25448
Dexter	9660
Deyoung	7670
Dial	11089
Diamond	20860
Dias	13847
Diaz	251772
Dick	21933
Dickens	18181
Dickerson	51017
Dickey	23401
Dickinson	26144
Dickson	34698
Diehl	18538
Dietrich	15761
Dietz	18568
Diggs	13405
Dill	17562
Dillard	30118
Dillon	48833
Dinh	11836
Dion	8160
Dionne	6443
Dix	9714
Dixon	152015
Do	21230
Doan	15902
Dobbins	14615
Dobbs	18021
Dobson	18342
Dockery	11108
Dodd	30029
Dodds	8534
Dodge	21833
Dodson	37298
Doe	11603
Doherty	26978
Dolan	27252
Doll	9553
Dombrowski	6873
Domingo	7922
Dominguez	83731
Donahue	31251
Donald	11763
Donaldson	35387
Donato	7118
Dong	7327
Donley	7382
Donnelly	30919
Donohue	13416
Donovan	39270
Dooley	22798
Doolittle	6658
Doran	16509
Dorman	11698
Dorn	10107
Dorris	6556
Dorsey	41104
Doss	20623
Dotson	31784
Doty	17874
Doucette	8348
Dougherty	37903
Doughty	11525
Douglas	96425
Douglass	14236
Dove	14106
Dover	9191
Dow	14622
Dowd	13279
Dowdy	13249
Dowell	15226
Dowling	15581
Downey	26206
Downing	27879
Downs	33494
Doyle	73518
Dozier	15207
Drake	59055
Draper	23242
Drayton	6944
Drew	22555
Dreyer	6559
Driggers	7243
Driscoll	23063
Driver	15036
Drummond	17032
Drury	10626
Duarte	31896
Dube	8484
Dubois	22455
Dubose	12377
Duckett	6524
Duckworth	11762
Dudley	34770
Duenas	9976
Duff	16119
Duffy	37962
Dugan	21267
Dugas	6918
Duggan	11941
Dugger	9097
Duke	33745
Dukes	20870
Dumas	16660
Dumont	6472
Dunaway	10742
Dunbar	24871
Duncan	130419
Dunham	21772
Dunlap	38516
Dunn	136955
Dunne	8698
Dunning	10583
Duong	18404
Dupont	9880
Dupre	8072
Dupree	15647
Dupuis	8087
Duran	68046
Durand	7999
Durant	11699
Durbin	14034
Durham	42365
Durkin	7576
Durr	6594
Dutton	16774
Duval	8575
Duvall	19369
Dvorak	7616
Dwyer	26759
Dye	27627
Dyer	46574
Dykes	13891
Dykstra	7451
Dyson	11502
Eads	8853
Eagle	7949
Earl	15347
Earle	8373
Earley	9701
Early	13855
Earnest	7865
Easley	15902
Eason	16923
East	12357
Easter	11941
Easterling	7761
Eastman	16295
Easton	9692
Eaton	46403
Eaves	7674
Ebert	12440
Echevarria	7590
Echeverria	6481
Echols	13741
Eck	7670
Eckert	17161
Eddy	19230
Eden	7062
Edgar	11607
Edge	11216
Edmond	7940
Edmonds	24210
Edmondson	13107
Edwards	317070
Egan	22491
Eggers	7895
Eggleston	9951
Ehlers	7442
Eisenberg	6728
Elam	13776
Elder	28783
Eldridge	24510
Elias	19394
Elizondo	12183
Elkins	23953
Eller	13243
Ellington	11030
Elliot	8714
Elliott	132457
Ellis	181934
Ellison	41459
Ellsworth	13213
Elmore	25280
Elrod	10661
Ely	12884
Embry	8379
Emerson	30028
Emery	25338
Emmons	13162
Eng	10102
Engel	21567
England	28861
Engle	19022
English	45032
Ennis	16102
Enos	7978
Enright	6702
Enriquez	29886
Epperson	12400
Epps	18780
Epstein	13269
Erb	8810
Erdman	6624
Erickson	80936
Ernst	18521
Ervin	24511
Erwin	22120
Escalante	14032
Escamilla	15278
Escobar	42955
Escobedo	21790
Esparza	32772
Espinal	10534
Espino	10968
Espinosa	30538
Espinoza	79322
Esposito	22651
Esquivel	26301
Estep	13793
Estes	35839
Estevez	7702
Estrada	92831
Estrella	10167
Etheridge	10041
Ethridge	7759
Eubanks	19616
Evangelista	6871
Evans	342237
Everett	38702
Everhart	10118
Evers	9289
Everson	7422
Ewing	32925
Ezell	10926
Faber	10061
Fabian	10951
Fagan	16779
Fahey	9118
Fain	7865
Fair	17658
Fairbanks	8948
Fairchild	13700
Faircloth	8665
Faison	7728
Fajardo	10530
Falcon	11371
Falcone	6881
Falk	11575
Fallon	12744
Falls	7615
Fang	6791
Fanning	10836
Farber	6896
Farias	11977
Farkas	6613
Farley	37116
Farmer	68309
Farnsworth	11563
Farr	19242
Farrar	14451
Farrell	51095
Farrington	8766
Farris	28928
Farrow	10282
Faulk	11148
Faulkner	35389
Faust	15799
Fay	14992
Fazio	7267
Fee	6687
Feeney	9402
Felder	11976
Feldman	23195
Feliciano	17112
Felix	31631
Feller	6650
Fellows	7745
Felton	15734
Felts	6652
Fennell	10884
Fenner	6992
Fenton	15220
Ferguson	142256
Fernandes	14385
Fernandez	139302
Ferrara	13357
Ferrari	7759
Ferraro	12090
Ferreira	22320
Ferrell	32174
Ferrer	13010
Ferris	20743
Ferro	6872
Ferry	11190
Fiedler	7144
Field	24374
Fielder	6947
Fields	103242
Fierro	11891
Fife	6574
Figueroa	72533
Finch	29703
Fincher	7898
Findley	9060
Fine	11518
Fink	28417
Finley	36874
Finn	20218
Finnegan	10740
Finney	16919
Fiore	9483
Fischer	70095
Fish	24612
Fisher	210279
Fishman	6777
Fisk	9742
Fitch	18740
Fitzgerald	73522
Fitzpatrick	39501
Fitzsimmons	9095
Flagg	6589
Flaherty	17513
Flanagan	29563
Flanders	8291
Flanigan	7175
Flannery	10198
Fleck	8516
Fleming	87949
Fletcher	80932
Flick	7706
Flint	14683
Flood	16652
Flora	7529
Florence	8943
Flores	312615
Florez	8775
Flowers	54277
Floyd	64141
Flynn	61747
Fogarty	7879
Fogle	9994
Foley	50852
Folsom	7505
Foltz	8520
Fong	16614
Fonseca	19513
Fontaine	11542
Fontana	7525
Fontenot	19203
Foote	16093
Forbes	32228
Ford	178397
Foreman	27130
Forman	12202
Forney	6600
Forrest	22124
Forrester	13276
Forster	9033
Forsyth	8313
Forsythe	11382
Fort	7900
Forte	11387
Fortier	7543
Fortin	8379
Fortner	11209
Fortune	11016
Foss	13737
Foster	221040
Fountain	19094
Fournier	14221
Foust	12145
Fowler	102620
Fox	147357
Foy	13630
Fraley	11449
Frame	8486
France	11936
Francis	71723
Francisco	17976
Franco	53161
Francois	10794
Frank	65918
Franke	7375
Frankel	6633
Franklin	114859
Franks	29531
Frantz	12252
Franz	11553
Fraser	24616
Frasier	7903
Frazer	7547
Frazier	88325
Frederick	39909
Fredericks	7486
Fredrick	6612
Fredrickson	8851
Free	9666
Freed	9471
Freedman	8926
Freeland	8455
Freeman	162686
Freitas	10250
French	63149
Freund	7126
Frey	32735
Frias	12357
Frick	9562
Friday	6750
Friedman	36833
Friend	17312
Fries	8357
Fritz	33068
Frost	40582
Fry	37542
Frye	36716
Fryer	7506
Fuchs	12707
Fuentes	56441
Fugate	10055
Fulcher	6521
Fuller	106682
Fullerton	8359
Fulmer	9422
Fulton	31513
Fultz	11028
Fung	7518
Funk	24032
Fuqua	8031
Furlong	6558
Furman	8976
Furr	8021
Fusco	8653
Gabel	6776
Gable	9421
Gabriel	22013
Gaddis	8926
Gaddy	7926
Gaffney	12469
Gage	16022
Gagne	9534
Gagnon	20567
Gaines	42369
Gainey	8099
Gaither	10255
Galarza	7811
Galbraith	8555
Gale	15193
Galindo	26730
Gall	9136
Gallagher	68075
Gallant	8855
Gallardo	22435
Gallegos	54672
Gallo	21149
Galloway	33773
Galvan	40046
Galvez	14311
Galvin	11499
Gamble	32377
Gamboa	15117
Gamez	16812
Gandy	9990
Gann	12563
Gannon	14565
Gant	13268
Gantt	8695
Gaona	6677
Garay	10142
Garber	12558
Garcia	858289
Gardiner	10886
Gardner	138660
Garibay	9623
Garland	25725
Garman	7428
Garner	72052
Garnett	9849
Garrett	107777
Garris	7151
Garrison	50482
Garrity	6890
Garvey	11113
Garvin	13027
Gary	21213
Garza	124130
Gaskin	6754
Gaskins	9869
Gaspar	7601
Gass	6850
Gaston	18348
Gates	50748
Gatewood	7999
Gatlin	10162
Gauthier	16419
Gavin	13515
Gay	32672
Gayle	6712
Gaytan	10164
Gearhart	7504
Geary	12168
Gee	23826
Geer	8509
Geiger	21785
Gentile	14938
Gentry	42357
George	119778
Gerard	8646
Gerber	16348
Gerlach	7181
German	14769
Getz	7694
Geyer	7838
Gibbons	28993
Gibbs	62514
Gibson	184420
Giddens	6629
Giese	6574
Gifford	19171
Gil	19403
Gilbert	112406
Gilbertson	8533
Gilchrist	12210
Giles	39002
Gill	68699
Gillen	8054
Gillespie	41393
Gillette	12414
Gilley	9944
Gilliam	28075
Gilliland	13170
Gillis	18438
Gilman	11948
Gilmer	6500
Gilmore	47050
Gilson	7197
Gingerich	6674
Ginn	7928
Giordano	16036
Gipson	18289
Girard	12407
Giron	10874
Givens	23823
Gladden	6909
Glaser	10271
Glasgow	8621
Glass	40724
Glaze	6709
Gleason	25007
Glenn	49241
Glick	9394
Glover	64180
Glynn	9210
Goad	8913
Goble	8580
Goddard	15157
Godfrey	27700
Godinez	14152
Godoy	8274
Godwin	22062
Goebel	8794
Goetz	13495
Goff	31806
Goforth	8614
Goins	21872
Gold	18237
Goldberg	29968
Golden	47839
Goldman	24086
Goldsmith	16238
Goldstein	30429
Gomes	20532
Gomez	263590
Gonsalves	7690
Gonzales	193934
Gonzalez	597718
Gooch	11107
Good	34430
Goode	21226
Gooden	10338
