code	name	region	population
0767	Markaryd	07	9938
0780	Växjö	07	98334
0781	Ljungby	07	28280
0821	Högsby	08	5321
0834	Torsås	08	6984
0840	Mörbylånga	08	16224
0860	Hultsfred	08	13673
0861	Mönsterås	08	13069
0862	Emmaboda	08	9006
0880	Kalmar	08	72704
0881	Nybro	08	19951
0882	Oskarshamn	08	26923
0883	Västervik	08	36447
0884	Vimmerby	08	15384
0885	Borgholm	08	10666
0980	Gotland	09	60971
1060	Olofström	10	13000
1080	Karlskrona	10	66301
1081	Ronneby	10	28741
1082	Karlshamn	10	31751
1083	Sölvesborg	10	17430
1214	Svalöv	12	14543
1230	Staffanstorp	12	27303
1231	Burlöv	12	20101
1233	Vellinge	12	37816
1256	Östra Göinge	12	13978
1257	Örkelljunga	12	10277
1260	Bjuv	12	15985
1261	Kävlinge	12	32477
1262	Lomma	12	24715
1263	Svedala	12	23581
1264	Skurup	12	17099
1265	Sjöbo	12	19337
1266	Hörby	12	15562
1267	Höör	12	17518
1270	Tomelilla	12	13639
1272	Bromölla	12	12470
1273	Osby	12	12947
1275	Perstorp	12	7235
1276	Klippan	12	17714
1277	Åstorp	12	16449
1278	Båstad	12	16026
1280	Malmö	12	365644
1281	Lund	12	131590
1282	Landskrona	12	47309
1283	Helsingborg	12	152091
1284	Höganäs	12	28430
1285	Eslöv	12	34922
1286	Ystad	12	32106
1287	Trelleborg	12	47269
1290	Kristianstad	12	86379
1291	Simrishamn	12	18890
1292	Ängelholm	12	45110
1293	Hässleholm	12	52114
1315	Hylte	13	10196
1380	Halmstad	13	106084
1381	Laholm	13	26595
1382	Falkenberg	13	47337
1383	Varberg	13	69070
1384	Kungsbacka	13	85792
1401	Härryda	14	40003
1402	Partille	14	41060
1407	Öckerö	14	12771
1415	Stenungsund	14	27851
1419	Tjörn	14	16092
1421	Orust	14	15352
1427	Sotenäs	14	9104
1430	Munkedal	14	10354
1435	Tanum	14	12773
1438	Dals-Ed	14	4606
1439	Färgelanda	14	6376
1440	Ale	14	32576
1441	Lerum	14	43570
1442	Vårgårda	14	12474
1443	Bollebygd	14	9802
1444	Grästorp	14	5555
1445	Essunga	14	5560
1446	Karlsborg	14	7023
1447	Gullspång	14	5031
1452	Tranemo	14	11839
1460	Bengtsfors	14	9076
1461	Mellerud	14	9052
1462	Lilla Edet	14	14442
1463	Mark	14	35155
1465	Svenljunga	14	10747
1466	Herrljunga	14	9497
1470	Vara	14	16088
1471	Götene	14	13286
1472	Tibro	14	11338
1473	Töreboda	14	9043
1480	Göteborg	14	608993
1481	Mölndal	14	71420
1482	Kungälv	14	50313
1484	Lysekil	14	13907
1485	Uddevalla	14	57010
1486	Strömstad	14	13482
1487	Vänersborg	14	40041
1488	Trollhättan	14	59003
1489	Alingsås	14	42722
1490	Borås	14	114872
1491	Ulricehamn	14	24985
1492	Åmål	14	11906
1493	Mariestad	14	24583
1494	Lidköping	14	40425
1495	Skara	14	18707
1496	Skövde	14	57995
1497	Hjo	14	9350
1498	Tidaholm	14	12805
1499	Falköping	14	32806
1715	Kil	17	12061
1730	Eda	17	8412
1737	Torsby	17	11321
1760	Storfors	17	3788
1761	Hammarö	17	16992
1762	Munkfors	17	3625
1763	Forshaga	17	11520
1764	Grums	17	9004
1765	Årjäng	17	9825
1766	Sunne	17	13356
1780	Karlstad	17	98084
1781	Kristinehamn	17	23756
1782	Filipstad	17	9776
1783	Hagfors	17	11418
1784	Arvika	17	25547
1785	Säffle	17	14899
1814	Lekeberg	18	8606
1860	Laxå	18	5423
1861	Hallsberg	18	16120
1862	Degerfors	18	9278
1863	Hällefors	18	6321
1864	Ljusnarsberg	18	4369
1880	Örebro	18	160140
1881	Kumla	18	22681
1882	Askersund	18	11477
1883	Karlskoga	18	30180
1884	Nora	18	10639
1885	Lindesberg	18	23141
1904	Skinnskatteberg	19	4256
1907	Surahammar	19	9845
1960	Kungsör	19	8694
1961	Hallstahammar	19	16653
1962	Norberg	19	5452
1980	Västerås	19	160634
1981	Sala	19	22843
1982	Fagersta	19	13072
1983	Köping	19	25729
1984	Arboga	19	13980
2021	Vansbro	20	6752
2023	Malung-Sälen	20	10254
2026	Gagnef	20	10384
2029	Leksand	20	16137
2031	Rättvik	20	10998
2034	Orsa	20	6851
2039	Älvdalen	20	6882
2061	Smedjebacken	20	10823
2062	Mora	20	20540
2080	Falun	20	59945
2081	Borlänge	20	51425
2082	Säter	20	11223
2083	Hedemora	20	15281
2084	Avesta	20	22417
2085	Ludvika	20	26634
2101	Ockelbo	21	5715
2104	Hofors	21	9281
2121	Ovanåker	21	11341
2132	Nordanstig	21	9262
2161	Ljusdal	21	18445
2180	Gävle	21	103838
2181	Sandviken	21	38360
2182	Söderhamn	21	24545
2183	Bollnäs	21	26243
2184	Hudiksvall	21	37528
2260	Ånge	22	9044
2262	Timrå	22	17521
2280	Härnösand	22	24515
2281	Sundsvall	22	99048
2282	Kramfors	22	17491
2283	Sollefteå	22	18396
2284	Örnsköldsvik	22	55443
2303	Ragunda	23	5146
2305	Bräcke	23	6035
2309	Krokom	23	15680
2313	Strömsund	23	11023
2321	Åre	23	12693
2326	Berg	23	7108
2361	Härjedalen	23	10175
2380	Östersund	23	64979
2401	Nordmaling	24	6942
2403	Bjurholm	24	2359
2404	Vindeln	24	5417
2409	Robertsfors	24	6690
2417	Norsjö	24	3968
2418	Malå	24	2962
2421	Storuman	24	5577
2422	Sorsele	24	2357
2425	Dorotea	24	2294
2460	Vännäs	24	9132
2462	Vilhelmina	24	6229
2463	Åsele	24	2694
2480	Umeå	24	134249
2481	Lycksele	24	12118
2482	Skellefteå	24	78150
2505	Arvidsjaur	25	6089
2506	Arjeplog	25	2599
2510	Jokkmokk	25	4701
2513	Överkalix	25	3201
2514	Kalix	25	15391
2518	Övertorneå	25	4057
2521	Pajala	25	5857
2523	Gällivare	25	17233
2560	Älvsbyn	25	7774
2580	Luleå	25	79645
2581	Piteå	25	42447
2582	Boden	25	28049
2583	Haparanda	25	9151
2584	Kiruna	25	22426
